,n_word,n_firstSound,n_word_len,adj,adj_len,ncomp,ncomp_len,ncomp_lemma,ncomp_lemma_len,nmod,nmod_len,nmod_lemma,nmod_lemma_len,n_id,sen_id
17718.0,world,Consonant,5,,0,,0,,0,,0,,0,88,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025
17719.0,Gas,Consonant,3,,0,,0,,0,,0,,0,93,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025
17720.0,be,Consonant,2,,0,,0,,0,,0,,0,98,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025
17721.0,all,Consonant,3,,0,be,2,be,2,,0,,0,99,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025
17722.0,end,Consonant,3,,0,,0,,0,,0,,0,101,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025
17723.0,all,Consonant,3,,0,end,3,end,3,,0,,0,102,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0025
17724.0,man,Consonant,3,,0,,0,,0,,0,,0,3,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0027
17725.0,Distances,Consonant,9,,0,,0,,0,,0,,0,1,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0028
17726.0,world,Consonant,5,old,3,,0,,0,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0028
17727.0,cars,Consonant,4,,0,,0,,0,,0,,0,3,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0029
17728.0,way,Consonant,3,,0,,0,,0,,0,,0,7,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0031
17729.0,loss,Consonant,4,,0,,0,,0,city,4,city,4,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0031
17730.0,city,Consonant,4,,0,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0031
17731.0,progress,Consonant,8,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0031
17732.0,days,Consonant,4,short,5,,0,,0,,0,,0,22,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0031
17733.0,concern,Consonant,7,,0,,0,,0,,0,,0,5,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0032
17734.0,house,Consonant,5,,0,,0,,0,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0034
17735.0,spin,Consonant,4,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0036
17736.0,press,Consonant,5,,0,,0,,0,,0,,0,8,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0036
17737.0,representation,Consonant,14,,0,,0,,0,countries,9,country,7,3,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0037
17738.0,countries,Consonant,9,other,5,,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0037
17739.0,depiction,Consonant,9,certain,7,,0,,0,,0,,0,14,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0037
17740.0,folks,Consonant,5,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0038
17741.0,land,Consonant,4,,0,,0,,0,opportunity,11,opportunity,11,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0038
17742.0,opportunity,Vowel,11,,0,,0,,0,,0,,0,15,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0038
17743.0,views,Consonant,5,,0,,0,,0,,0,,0,19,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0038
17744.0,news,Consonant,4,recent,6,,0,,0,,0,,0,23,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0038
17745.0,friend,Consonant,6,,0,,0,,0,,0,,0,4,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0039
17746.0,card,Consonant,4,green,5,,0,,0,,0,,0,14,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0039
17747.0,lottery,Consonant,7,,0,,0,,0,,0,,0,17,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0039
17748.0,family,Consonant,6,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0040
17749.0,remnants,Consonant,8,communistic,11,,0,,0,country,7,country,7,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0040
17750.0,country,Consonant,7,,0,,0,,0,,0,,0,16,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0040
17751.0,husband,Consonant,7,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0041
17752.0,citizen,Consonant,7,,0,,0,,0,,0,,0,5,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0041
17753.0,week,Consonant,4,last,4,,0,,0,,0,,0,11,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0041
17754.0,minimum,Consonant,7,,0,,0,,0,years,5,year,4,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0042
17755.0,years,Consonant,5,,0,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0042
17756.0,countries,Consonant,9,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0043
17757.0,example,Consonant,7,great,5,,0,,0,seed,4,seed,4,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0043
17758.0,seed,Consonant,4,,0,,0,,0,,0,,0,16,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0043
17759.0,years,Consonant,5,,0,,0,,0,,0,,0,23,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0043
17760.0,nations,Consonant,7,other,5,,0,,0,,0,,0,26,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0043
17761.0,poverty,Consonant,7,,0,,0,,0,,0,,0,4,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0044
17762.0,issue,Vowel,5,racial,6,,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0044
17763.0,Metroplex,Consonant,9,,0,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0045
17764.0,life,Consonant,4,,0,,0,,0,,0,,0,17,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0045
17765.0,lot,Consonant,3,,0,,0,,0,diversity,9,diversity,9,4,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0047
17766.0,diversity,Consonant,9,racial,6,,0,,0,,0,,0,7,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0047
17767.0,places,Consonant,6,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0047
17768.0,south,Consonant,5,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0047
17769.0,folks,Consonant,5,,0,,0,,0,,0,,0,24,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0047
17770.0,minority,Consonant,8,"racial, white","6, 5",,0,,0,,0,,0,41,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0047
17771.0,fact,Consonant,4,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0048
17772.0,business,Consonant,8,,0,,0,,0,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0048
17773.0,laws,Consonant,4,in,2,,0,,0,,0,,0,22,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0048
17774.0,lack,Consonant,4,,0,,0,,0,diversity,9,diversity,9,33,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0048
17775.0,diversity,Consonant,9,racial,6,,0,,0,,0,,0,36,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0048
17776.0,way,Consonant,3,,0,,0,,0,,0,,0,8,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0049
17777.0,workplace,Consonant,9,,0,,0,,0,,0,,0,17,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0049
17778.0,pockets,Consonant,7,diverse,7,,0,,0,,0,,0,7,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0050
17779.0,others,Vowel,6,,0,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0050
17780.0,standings,Consonant,9,,0,,0,,0,stakes,6,stake,5,5,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0051
17781.0,stakes,Consonant,6,educational,11,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0051
17782.0,bottom,Consonant,6,,0,,0,,0,list,4,list,4,23,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0051
17783.0,list,Consonant,4,,0,,0,,0,states,6,state,5,26,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0051
17784.0,states,Consonant,6,,0,,0,,0,,0,,0,29,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0051
17785.0,transportation,Consonant,14,,0,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0052
17786.0,means,Consonant,5,,0,,0,,0,,0,,0,15,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0052
17787.0,reflection,Consonant,10,valid,5,,0,,0,,0,,0,7,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0054
17788.0,cities,Consonant,6,,0,,0,,0,,0,,0,14,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0054
17789.0,people,Consonant,6,"many, affluent","4, 8",,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0055
17790.0,people,Consonant,6,,0,,0,,0,,0,,0,11,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0055
17791.0,town,Consonant,4,,0,,0,,0,,0,,0,14,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0055
17792.0,means,Consonant,5,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0055
17793.0,nation,Consonant,6,other,5,,0,,0,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0056
17794.0,perceptions,Consonant,11,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0056
17795.0,stock,Consonant,5,much,4,,0,,0,,0,,0,15,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0057
17796.0,people,Consonant,6,,0,,0,,0,,0,,0,16,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0057
17797.0,news,Consonant,4,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0057
17798.0,face,Consonant,4,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0058
17799.0,people,Consonant,6,,0,,0,,0,,0,,0,8,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0059
17800.0,places,Consonant,6,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0059
17801.0,people,Consonant,6,,0,,0,,0,,0,,0,4,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0060
17802.0,stadiums,Consonant,8,,0,,0,,0,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0060
17803.0,convention,Consonant,10,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0060
17804.0,centers,Consonant,7,,0,convention,10,convention,10,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0060
17805.0,areas,Consonant,5,,0,,0,,0,,0,,0,32,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0060
17806.0,feeling,Consonant,7,shy,3,,0,,0,,0,,0,11,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0061
17807.0,jobs,Consonant,4,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0061
17808.0,housing,Consonant,7,temporary,9,,0,,0,,0,,0,21,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0061
17809.0,years,Consonant,5,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0062
17810.0,diversity,Consonant,9,racial,6,,0,,0,,0,,0,3,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0063
17811.0,way,Consonant,3,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0063
17812.0,people,Consonant,6,,0,,0,,0,,0,,0,11,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0063
17813.0,jobs,Consonant,4,,0,,0,,0,,0,,0,14,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0063
17814.0,year,Consonant,4,,0,,0,,0,,0,,0,5,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0064
17815.0,snow,Consonant,4,round,5,,0,,0,,0,,0,8,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0064
17816.0,snow,Consonant,4,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0064
17817.0,lives,Consonant,5,,0,,0,,0,,0,,0,21,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0064
17818.0,housing,Consonant,7,,0,,0,,0,,0,,0,3,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0065
17819.0,market,Consonant,6,,0,housing,7,housing,7,,0,,0,4,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0065
17820.0,rest,Consonant,4,,0,,0,,0,nation,6,nation,6,11,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0065
17821.0,nation,Consonant,6,,0,,0,,0,,0,,0,14,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0065
17822.0,influx,Vowel,6,,0,,0,,0,buyers,6,buyer,5,19,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0065
17823.0,buyers,Consonant,6,,0,,0,,0,,0,,0,21,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0065
17824.0,businesses,Consonant,10,new,3,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0066
17825.0,household,Consonant,9,,0,,0,,0,,0,,0,11,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0066
17826.0,name,Consonant,4,,0,household,9,household,9,efforts,7,effort,6,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0066
17827.0,efforts,Consonant,7,,0,,0,,0,,0,,0,16,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0066
17828.0,gulf,Consonant,4,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0066
17829.0,coast,Consonant,5,,0,gulf,4,gulf,4,,0,,0,21,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0066
17830.0,government,Consonant,10,federal,7,,0,,0,,0,,0,5,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0067
17831.0,inflation,Vowel,9,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0067
17832.0,housing,Consonant,7,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0067
17833.0,building,Consonant,8,,0,,0,,0,,0,,0,14,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0067
17834.0,market,Consonant,6,,0,housing,7,housing,7,,0,,0,15,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0067
17835.0,things,Consonant,6,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0068
17836.0,Response,Consonant,8,,0,,0,,0,,0,,0,1,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0070
17837.0,reply,Consonant,5,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0071
17838.0,return,Consonant,6,,0,,0,,0,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0071
17839.0,forum,Consonant,5,,0,,0,,0,,0,,0,8,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0073
17840.0,view,Consonant,4,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0073
17841.0,point,Consonant,5,,0,view,4,view,4,,0,,0,19,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0073
17842.0,news,Consonant,4,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074
17843.0,politicians,Consonant,11,,0,,0,,0,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074
17844.0,lawyers,Consonant,7,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074
17845.0,lies,Consonant,4,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074
17846.0,none,Consonant,4,,0,,0,,0,,0,,0,20,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074
17847.0,credibility,Consonant,11,,0,,0,,0,,0,,0,22,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074
17848.0,point,Consonant,5,,0,,0,,0,,0,,0,27,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074
17849.0,friend,Consonant,6,close,5,,0,,0,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0075
17850.0,aunt,Consonant,4,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0075
17851.0,friend,Consonant,6,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0076
17852.0,computer,Consonant,8,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0076
17853.0,capability,Consonant,10,,0,computer,8,computer,8,,0,,0,7,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0076
17854.0,day,Consonant,3,,0,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0076
17855.0,family,Consonant,6,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0077
17856.0,family,Consonant,6,,0,,0,,0,,0,,0,11,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0077
17857.0,members,Consonant,7,,0,family,6,family,6,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0077
17858.0,things,Consonant,6,,0,,0,,0,,0,,0,24,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0077
17859.0,cousins,Consonant,7,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0078
17860.0,one,Vowel,3,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0078
17861.0,names,Consonant,5,married,7,,0,,0,,0,,0,15,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0078
17862.0,hope,Consonant,4,,0,,0,,0,,0,,0,2,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0079
17863.0,Aunt,Consonant,4,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0079
17864.0,family,Consonant,6,,0,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0079
17865.0,post,Consonant,4,,0,family,6,family,6,,0,,0,14,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0079
17866.0,help,Consonant,4,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0079
17867.0,family,Consonant,6,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0080
17868.0,member,Consonant,6,,0,family,6,family,6,,0,,0,10,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0080
17869.0,dozens,Consonant,6,,0,,0,,0,buses,5,bus,3,5,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0081
17870.0,school,Consonant,6,,0,,0,,0,,0,,0,7,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0081
17871.0,buses,Consonant,5,,0,school,6,school,6,,0,,0,8,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0081
17872.0,people,Consonant,6,,0,,0,,0,,0,,0,17,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0081
17873.0,transportation,Consonant,14,,0,,0,,0,,0,,0,21,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0081
17874.0,buses,Consonant,5,,0,,0,,0,,0,,0,18,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0082
17875.0,sense,Consonant,5,common,6,,0,,0,,0,,0,3,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0083
17876.0,back,Consonant,4,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0083
17877.0,seat,Consonant,4,,0,back,4,back,4,politics,8,politics,8,7,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0083
17878.0,politics,Consonant,8,,0,,0,,0,,0,,0,9,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0083
17879.0,mumbo,Consonant,5,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0083
17880.0,jumbo,Consonant,5,legal,5,mumbo,5,mumbo,5,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0083
17881.0,nation,Consonant,6,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0084
17882.0,seconds,Consonant,7,,0,,0,,0,address,7,address,7,3,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085
17883.0,address,Consonant,7,,0,,0,,0,,0,,0,6,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085
17884.0,terrorist,Consonant,9,,0,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085
17885.0,issue,Vowel,5,,0,terrorist,9,terrorist,9,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085
17886.0,time,Consonant,4,more,4,,0,,0,,0,,0,17,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0085
17887.0,mirth,Consonant,5,,0,,0,,0,,0,,0,17,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0086
17888.0,smirk,Consonant,5,,0,,0,,0,,0,,0,23,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0086
17889.0,saw,Consonant,3,old,3,,0,,0,,0,,0,13,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0087
17890.0,schtick,Consonant,7,,0,,0,,0,,0,,0,7,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0088
17891.0,success,Consonant,7,resounding,10,,0,,0,,0,,0,12,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0088
17892.0,time,Consonant,4,,0,,0,,0,,0,,0,24,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0088
17893.0,act,Consonant,3,,0,,0,,0,,0,,0,26,newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0088
